id	Janela	Sentence	tamanho da janela	Palavra alvo	Classe
22	patuá do escravo ; seria	Se não fosse , se não se chamasse venda , teria outro e mil nomes no patuá do escravo ; seria uma casa no deserto , um sítio nas brenhas ; estaria na gruta da floresta , em um antro tomado às feras , mas onde iria sempre o escravo , o quilombola , vender o furto , embriagar-se , ultrajar a honra do senhor e de sua família , a quem detesta , engolfar-se em vícios , ouvir conselhos envenenados , inflamar-se em ódio , e habituar-se à idéia do crime filho da vingança ; porque o escravo , por melhor que seja tratado , é , em regra geral , pelo fato de ser escravo , sempre e natural e logicamente o primeiro e mais rancoroso inimigo de seu senhor .	5	escravo	escravo
22	sempre o escravo , o	Se não fosse , se não se chamasse venda , teria outro e mil nomes no patuá do escravo ; seria uma casa no deserto , um sítio nas brenhas ; estaria na gruta da floresta , em um antro tomado às feras , mas onde iria sempre o escravo , o quilombola , vender o furto , embriagar-se , ultrajar a honra do senhor e de sua família , a quem detesta , engolfar-se em vícios , ouvir conselhos envenenados , inflamar-se em ódio , e habituar-se à idéia do crime filho da vingança ; porque o escravo , por melhor que seja tratado , é , em regra geral , pelo fato de ser escravo , sempre e natural e logicamente o primeiro e mais rancoroso inimigo de seu senhor .	5	escravo	escravo
22	porque o escravo , por	Se não fosse , se não se chamasse venda , teria outro e mil nomes no patuá do escravo ; seria uma casa no deserto , um sítio nas brenhas ; estaria na gruta da floresta , em um antro tomado às feras , mas onde iria sempre o escravo , o quilombola , vender o furto , embriagar-se , ultrajar a honra do senhor e de sua família , a quem detesta , engolfar-se em vícios , ouvir conselhos envenenados , inflamar-se em ódio , e habituar-se à idéia do crime filho da vingança ; porque o escravo , por melhor que seja tratado , é , em regra geral , pelo fato de ser escravo , sempre e natural e logicamente o primeiro e mais rancoroso inimigo de seu senhor .	5	escravo	escravo
22	de ser escravo , sempre	Se não fosse , se não se chamasse venda , teria outro e mil nomes no patuá do escravo ; seria uma casa no deserto , um sítio nas brenhas ; estaria na gruta da floresta , em um antro tomado às feras , mas onde iria sempre o escravo , o quilombola , vender o furto , embriagar-se , ultrajar a honra do senhor e de sua família , a quem detesta , engolfar-se em vícios , ouvir conselhos envenenados , inflamar-se em ódio , e habituar-se à idéia do crime filho da vingança ; porque o escravo , por melhor que seja tratado , é , em regra geral , pelo fato de ser escravo , sempre e natural e logicamente o primeiro e mais rancoroso inimigo de seu senhor .	5	escravo	escravo
26	vida do escravo ; sem	Não há ; porque a venda está intimamente presa , imprescindivelmente adunada à vida do escravo ; sem ela , os suicídios dos escravos espantariam pelas suas proporções .	5	escravo	escravo
28	antro do escravo é ,	Não há rei sem trono , não há família sem lar , nem aves sem ninho , nem fera sem antro ; o trono , o lar , o ninho , o antro do escravo é , antes da senzala , a venda .	5	escravo	escravo
39	hora do negro concurso noturno	Há poucos anos , em um dia calmoso do mês de fevereiro , viam-se às três horas da tarde nessa venda certas figuras , formando um quadro quase constantemente ali observado com insignificantes modificações até a hora do negro concurso noturno .	5	negro	negro
47	um crioulo escravo ainda muito	O cavaleiro era um crioulo escravo ainda muito jovem .	5	escravo	escravo
54	esparramados do negro trabalhador de	Havia em seus modos a expansão que só parece própria do homem livre : ele não tinha nem as mãos calejadas , nem os pés esparramados do negro trabalhador de enxada : era um escravo de cabelos penteados , vestido com asseio e certa faceirice , calçado , falando com os vícios de linguagem triviais no campo , mas sem a bruteza comum na gente da sua condição ; até certo ponto , pois , aceito , apadrinhado , protegido e acariciado pela família livre , pelo amor dos senhores .	5	negro	negro
54	era um escravo de cabelos	Havia em seus modos a expansão que só parece própria do homem livre : ele não tinha nem as mãos calejadas , nem os pés esparramados do negro trabalhador de enxada : era um escravo de cabelos penteados , vestido com asseio e certa faceirice , calçado , falando com os vícios de linguagem triviais no campo , mas sem a bruteza comum na gente da sua condição ; até certo ponto , pois , aceito , apadrinhado , protegido e acariciado pela família livre , pelo amor dos senhores .	5	escravo	escravo
