id	Janela	Sentence	tamanho da janela	Palavra alvo	Classe
22	mil nomes no patuá do escravo ; seria uma casa no	Se não fosse , se não se chamasse venda , teria outro e mil nomes no patuá do escravo ; seria uma casa no deserto , um sítio nas brenhas ; estaria na gruta da floresta , em um antro tomado às feras , mas onde iria sempre o escravo , o quilombola , vender o furto , embriagar-se , ultrajar a honra do senhor e de sua família , a quem detesta , engolfar-se em vícios , ouvir conselhos envenenados , inflamar-se em ódio , e habituar-se à idéia do crime filho da vingança ; porque o escravo , por melhor que seja tratado , é , em regra geral , pelo fato de ser escravo , sempre e natural e logicamente o primeiro e mais rancoroso inimigo de seu senhor .	11	escravo	escravo
22	mas onde iria sempre o escravo , o quilombola , vender	Se não fosse , se não se chamasse venda , teria outro e mil nomes no patuá do escravo ; seria uma casa no deserto , um sítio nas brenhas ; estaria na gruta da floresta , em um antro tomado às feras , mas onde iria sempre o escravo , o quilombola , vender o furto , embriagar-se , ultrajar a honra do senhor e de sua família , a quem detesta , engolfar-se em vícios , ouvir conselhos envenenados , inflamar-se em ódio , e habituar-se à idéia do crime filho da vingança ; porque o escravo , por melhor que seja tratado , é , em regra geral , pelo fato de ser escravo , sempre e natural e logicamente o primeiro e mais rancoroso inimigo de seu senhor .	11	escravo	escravo
22	da vingança ; porque o escravo , por melhor que seja	Se não fosse , se não se chamasse venda , teria outro e mil nomes no patuá do escravo ; seria uma casa no deserto , um sítio nas brenhas ; estaria na gruta da floresta , em um antro tomado às feras , mas onde iria sempre o escravo , o quilombola , vender o furto , embriagar-se , ultrajar a honra do senhor e de sua família , a quem detesta , engolfar-se em vícios , ouvir conselhos envenenados , inflamar-se em ódio , e habituar-se à idéia do crime filho da vingança ; porque o escravo , por melhor que seja tratado , é , em regra geral , pelo fato de ser escravo , sempre e natural e logicamente o primeiro e mais rancoroso inimigo de seu senhor .	11	escravo	escravo
22	, pelo fato de ser escravo , sempre e natural e	Se não fosse , se não se chamasse venda , teria outro e mil nomes no patuá do escravo ; seria uma casa no deserto , um sítio nas brenhas ; estaria na gruta da floresta , em um antro tomado às feras , mas onde iria sempre o escravo , o quilombola , vender o furto , embriagar-se , ultrajar a honra do senhor e de sua família , a quem detesta , engolfar-se em vícios , ouvir conselhos envenenados , inflamar-se em ódio , e habituar-se à idéia do crime filho da vingança ; porque o escravo , por melhor que seja tratado , é , em regra geral , pelo fato de ser escravo , sempre e natural e logicamente o primeiro e mais rancoroso inimigo de seu senhor .	11	escravo	escravo
26	imprescindivelmente adunada à vida do escravo ; sem ela , os	Não há ; porque a venda está intimamente presa , imprescindivelmente adunada à vida do escravo ; sem ela , os suicídios dos escravos espantariam pelas suas proporções .	11	escravo	escravo
28	ninho , o antro do escravo é , antes da senzala	Não há rei sem trono , não há família sem lar , nem aves sem ninho , nem fera sem antro ; o trono , o lar , o ninho , o antro do escravo é , antes da senzala , a venda .	11	escravo	escravo
54	nem os pés esparramados do negro trabalhador de enxada : era	Havia em seus modos a expansão que só parece própria do homem livre : ele não tinha nem as mãos calejadas , nem os pés esparramados do negro trabalhador de enxada : era um escravo de cabelos penteados , vestido com asseio e certa faceirice , calçado , falando com os vícios de linguagem triviais no campo , mas sem a bruteza comum na gente da sua condição ; até certo ponto , pois , aceito , apadrinhado , protegido e acariciado pela família livre , pelo amor dos senhores .	11	negro	negro
54	de enxada : era um escravo de cabelos penteados , vestido	Havia em seus modos a expansão que só parece própria do homem livre : ele não tinha nem as mãos calejadas , nem os pés esparramados do negro trabalhador de enxada : era um escravo de cabelos penteados , vestido com asseio e certa faceirice , calçado , falando com os vícios de linguagem triviais no campo , mas sem a bruteza comum na gente da sua condição ; até certo ponto , pois , aceito , apadrinhado , protegido e acariciado pela família livre , pelo amor dos senhores .	11	escravo	escravo
75	em que ele se reconhece escravo , coisa e não homem	No amor dos senhores o crioulo estimado viu , sentiu , gozou os reflexos das flamas vivificantes , generosas , sagradas da liberdade : mas vem um dia em que ele se reconhece escravo , coisa e não homem , apesar da afeição , das condescendências , dos caridosos benefícios do senhor – amigo , da senhora – segunda mãe ; vem a primeira hora sinistra em que ele , que até então vivera em sonhos e ilusões , desperta com a certeza horrível de que é um condenado daquém-berço ; condenado sem crime ; tendo alma e considerado simples matéria ambulante ; coisa , animal , que se vende , como a casa , como o boi e como a besta ; finalmente miserável e perpétuo desterrado em deserto sem horizonte , tendo vida e não vivendo para si , desejando sem esperanças , não possuindo de seu nem o pleno direito dos três amores mais santos : o de filho , o de esposo , e o de pai ; máquina para cavar com a enxada , homem desnaturado , miséria respirante e movente que os próprios cães distinguem pela marca do desprezo social .	11	escravo	escravo
76	bem supremo da terra , escravo se reconhece e bebe o	O crioulo escravo e estimado , por isso mesmo que tem mais aguçada a inteligência , e por isso mesmo que deram-lhe as mostras dos gozos e da superioridade , mas não lhe deram a condição e a educação próprias do homem livre , pesa melhor que os escravos brutais o preço e o encanto da verdadeira liberdade ; no meio dos benefícios compreende que lhe falta um que vale mais do que todos os outros somados e multiplicados ; feliz pelos favores que recebe , pelos dons da afeição de que é objeto , esbarra sempre diante da realidade da escravidão , que o abate , avilta e moralmente o aniquila : deseja e não tem , quer e não pode , sonha e não realiza o bem supremo da terra , escravo se reconhece e bebe o ódio , os maus costumes , o veneno , a perversidade da escravidão .	11	escravo	escravo
