id	Janela	Sentence	tamanho da janela	Palavra alvo	Classe
11	do escravo .	Desprezível e nociva durante o dia , a venda é esquálida , medonha , criminosa e atroz durante a noite : os escravos , que aí então se reúnem , embebedam-se , espancam-se , tornando-se muitos incapazes de trabalhar na manhã seguinte ; misturam as rixas e as pancadas com a conversação mais indecente sob o caráter e a vida de seus senhores , cuja reputação é ultrajada ao som de gargalhadas selvagens : inspirados pelo ódio , pelo horror , pelos sofrimentos inseparáveis da escravidão , se expandem em calúnias terríveis que às vezes chegam até a honra das esposas e das filhas dos senhores ; atiçam a raiva que todos eles têm dos feitores , contando histórias lúgubres de castigos exagerados e de cruelíssimas vinganças , a cuja idéia se habituam ; em sua credulidade estúpida e ilimitada esses desgraçados escutam boquiabertos a relação dos prodígios do feitiço , e se emprazam para as reuniões noturnas dos feiticeiros ; e uns finalmente aprendem com outros mais sabidos a conhecer plantas maléficas , raízes venenosas que produzem a loucura ou dão a morte , e tudo isto e muito mais ainda envolta com a embriaguez , com a desordem , com o quadro da abjeção e do desavergonhamento já natural nas palavras , nas ações , nos gozos do escravo .	3	escravo	escravo
22	do escravo ;	Se não fosse , se não se chamasse venda , teria outro e mil nomes no patuá do escravo ; seria uma casa no deserto , um sítio nas brenhas ; estaria na gruta da floresta , em um antro tomado às feras , mas onde iria sempre o escravo , o quilombola , vender o furto , embriagar-se , ultrajar a honra do senhor e de sua família , a quem detesta , engolfar-se em vícios , ouvir conselhos envenenados , inflamar-se em ódio , e habituar-se à idéia do crime filho da vingança ; porque o escravo , por melhor que seja tratado , é , em regra geral , pelo fato de ser escravo , sempre e natural e logicamente o primeiro e mais rancoroso inimigo de seu senhor .	3	escravo	escravo
22	o escravo ,	Se não fosse , se não se chamasse venda , teria outro e mil nomes no patuá do escravo ; seria uma casa no deserto , um sítio nas brenhas ; estaria na gruta da floresta , em um antro tomado às feras , mas onde iria sempre o escravo , o quilombola , vender o furto , embriagar-se , ultrajar a honra do senhor e de sua família , a quem detesta , engolfar-se em vícios , ouvir conselhos envenenados , inflamar-se em ódio , e habituar-se à idéia do crime filho da vingança ; porque o escravo , por melhor que seja tratado , é , em regra geral , pelo fato de ser escravo , sempre e natural e logicamente o primeiro e mais rancoroso inimigo de seu senhor .	3	escravo	escravo
22	o escravo ,	Se não fosse , se não se chamasse venda , teria outro e mil nomes no patuá do escravo ; seria uma casa no deserto , um sítio nas brenhas ; estaria na gruta da floresta , em um antro tomado às feras , mas onde iria sempre o escravo , o quilombola , vender o furto , embriagar-se , ultrajar a honra do senhor e de sua família , a quem detesta , engolfar-se em vícios , ouvir conselhos envenenados , inflamar-se em ódio , e habituar-se à idéia do crime filho da vingança ; porque o escravo , por melhor que seja tratado , é , em regra geral , pelo fato de ser escravo , sempre e natural e logicamente o primeiro e mais rancoroso inimigo de seu senhor .	3	escravo	escravo
22	ser escravo ,	Se não fosse , se não se chamasse venda , teria outro e mil nomes no patuá do escravo ; seria uma casa no deserto , um sítio nas brenhas ; estaria na gruta da floresta , em um antro tomado às feras , mas onde iria sempre o escravo , o quilombola , vender o furto , embriagar-se , ultrajar a honra do senhor e de sua família , a quem detesta , engolfar-se em vícios , ouvir conselhos envenenados , inflamar-se em ódio , e habituar-se à idéia do crime filho da vingança ; porque o escravo , por melhor que seja tratado , é , em regra geral , pelo fato de ser escravo , sempre e natural e logicamente o primeiro e mais rancoroso inimigo de seu senhor .	3	escravo	escravo
23	O escravo precisa	O escravo precisa dar expansão à sua raiva , que ferve incessante , e esquecer por momentos ou horas as misérias e os tormentos insondáveis da escravidão ; é na venda que ele se expande e esquece ; aí o ódio fala licencioso e a aguardente afoga em vapores e no atordoamento a memória .	3	escravo	escravo
26	do escravo ;	Não há ; porque a venda está intimamente presa , imprescindivelmente adunada à vida do escravo ; sem ela , os suicídios dos escravos espantariam pelas suas proporções .	3	escravo	escravo
28	do escravo é	Não há rei sem trono , não há família sem lar , nem aves sem ninho , nem fera sem antro ; o trono , o lar , o ninho , o antro do escravo é , antes da senzala , a venda .	3	escravo	escravo
39	do negro concurso	Há poucos anos , em um dia calmoso do mês de fevereiro , viam-se às três horas da tarde nessa venda certas figuras , formando um quadro quase constantemente ali observado com insignificantes modificações até a hora do negro concurso noturno .	3	negro	negro
47	crioulo escravo ainda	O cavaleiro era um crioulo escravo ainda muito jovem .	3	escravo	escravo
50	o escravo .	– exclamou o vendelhão , abraçando o escravo .	3	escravo	escravo
53	fosse escravo .	III Simeão devia ter vinte anos : era um crioulo de raça pura africana , mas cujos caracteres físicos aliás favoravelmente modificados pelo clima e pela influência natural do país onde nascera , não tinham sido ainda afeiados pelos serviços rigorosos da escravidão , embora ele fosse escravo .	3	escravo	escravo
