id	Janela	Sentence	tamanho da janela	Palavra alvo	Classe
22	mil nomes no patuá do escravo ; seria uma casa no	Se não fosse , se não se chamasse venda , teria outro e mil nomes no patuá do escravo ; seria uma casa no deserto , um sítio nas brenhas ; estaria na gruta da floresta , em um antro tomado às feras , mas onde iria sempre o escravo , o quilombola , vender o furto , embriagar-se , ultrajar a honra do senhor e de sua família , a quem detesta , engolfar-se em vícios , ouvir conselhos envenenados , inflamar-se em ódio , e habituar-se à idéia do crime filho da vingança ; porque o escravo , por melhor que seja tratado , é , em regra geral , pelo fato de ser escravo , sempre e natural e logicamente o primeiro e mais rancoroso inimigo de seu senhor .	11	escravo	escravo
22	mas onde iria sempre o escravo , o quilombola , vender	Se não fosse , se não se chamasse venda , teria outro e mil nomes no patuá do escravo ; seria uma casa no deserto , um sítio nas brenhas ; estaria na gruta da floresta , em um antro tomado às feras , mas onde iria sempre o escravo , o quilombola , vender o furto , embriagar-se , ultrajar a honra do senhor e de sua família , a quem detesta , engolfar-se em vícios , ouvir conselhos envenenados , inflamar-se em ódio , e habituar-se à idéia do crime filho da vingança ; porque o escravo , por melhor que seja tratado , é , em regra geral , pelo fato de ser escravo , sempre e natural e logicamente o primeiro e mais rancoroso inimigo de seu senhor .	11	escravo	escravo
22	da vingança ; porque o escravo , por melhor que seja	Se não fosse , se não se chamasse venda , teria outro e mil nomes no patuá do escravo ; seria uma casa no deserto , um sítio nas brenhas ; estaria na gruta da floresta , em um antro tomado às feras , mas onde iria sempre o escravo , o quilombola , vender o furto , embriagar-se , ultrajar a honra do senhor e de sua família , a quem detesta , engolfar-se em vícios , ouvir conselhos envenenados , inflamar-se em ódio , e habituar-se à idéia do crime filho da vingança ; porque o escravo , por melhor que seja tratado , é , em regra geral , pelo fato de ser escravo , sempre e natural e logicamente o primeiro e mais rancoroso inimigo de seu senhor .	11	escravo	escravo
22	, pelo fato de ser escravo , sempre e natural e	Se não fosse , se não se chamasse venda , teria outro e mil nomes no patuá do escravo ; seria uma casa no deserto , um sítio nas brenhas ; estaria na gruta da floresta , em um antro tomado às feras , mas onde iria sempre o escravo , o quilombola , vender o furto , embriagar-se , ultrajar a honra do senhor e de sua família , a quem detesta , engolfar-se em vícios , ouvir conselhos envenenados , inflamar-se em ódio , e habituar-se à idéia do crime filho da vingança ; porque o escravo , por melhor que seja tratado , é , em regra geral , pelo fato de ser escravo , sempre e natural e logicamente o primeiro e mais rancoroso inimigo de seu senhor .	11	escravo	escravo
22	, ultrajar a honra do senhor e de sua família ,	Se não fosse , se não se chamasse venda , teria outro e mil nomes no patuá do escravo ; seria uma casa no deserto , um sítio nas brenhas ; estaria na gruta da floresta , em um antro tomado às feras , mas onde iria sempre o escravo , o quilombola , vender o furto , embriagar-se , ultrajar a honra do senhor e de sua família , a quem detesta , engolfar-se em vícios , ouvir conselhos envenenados , inflamar-se em ódio , e habituar-se à idéia do crime filho da vingança ; porque o escravo , por melhor que seja tratado , é , em regra geral , pelo fato de ser escravo , sempre e natural e logicamente o primeiro e mais rancoroso inimigo de seu senhor .	11	senhor	senhor
26	imprescindivelmente adunada à vida do escravo ; sem ela , os	Não há ; porque a venda está intimamente presa , imprescindivelmente adunada à vida do escravo ; sem ela , os suicídios dos escravos espantariam pelas suas proporções .	11	escravo	escravo
28	ninho , o antro do escravo é , antes da senzala	Não há rei sem trono , não há família sem lar , nem aves sem ninho , nem fera sem antro ; o trono , o lar , o ninho , o antro do escravo é , antes da senzala , a venda .	11	escravo	escravo
53	vinte anos : era um crioulo de raça pura africana ,	III Simeão devia ter vinte anos : era um crioulo de raça pura africana , mas cujos caracteres físicos aliás favoravelmente modificados pelo clima e pela influência natural do país onde nascera , não tinham sido ainda afeiados pelos serviços rigorosos da escravidão , embora ele fosse escravo .	11	crioulo	crioulo
54	nem os pés esparramados do negro trabalhador de enxada : era	Havia em seus modos a expansão que só parece própria do homem livre : ele não tinha nem as mãos calejadas , nem os pés esparramados do negro trabalhador de enxada : era um escravo de cabelos penteados , vestido com asseio e certa faceirice , calçado , falando com os vícios de linguagem triviais no campo , mas sem a bruteza comum na gente da sua condição ; até certo ponto , pois , aceito , apadrinhado , protegido e acariciado pela família livre , pelo amor dos senhores .	11	negro	negro
54	de enxada : era um escravo de cabelos penteados , vestido	Havia em seus modos a expansão que só parece própria do homem livre : ele não tinha nem as mãos calejadas , nem os pés esparramados do negro trabalhador de enxada : era um escravo de cabelos penteados , vestido com asseio e certa faceirice , calçado , falando com os vícios de linguagem triviais no campo , mas sem a bruteza comum na gente da sua condição ; até certo ponto , pois , aceito , apadrinhado , protegido e acariciado pela família livre , pelo amor dos senhores .	11	escravo	escravo
