id	Janela	Sentence	tamanho da janela	Palavra alvo	Classe
22	nomes no patuá do escravo ; seria uma casa	Se não fosse , se não se chamasse venda , teria outro e mil nomes no patuá do escravo ; seria uma casa no deserto , um sítio nas brenhas ; estaria na gruta da floresta , em um antro tomado às feras , mas onde iria sempre o escravo , o quilombola , vender o furto , embriagar-se , ultrajar a honra do senhor e de sua família , a quem detesta , engolfar-se em vícios , ouvir conselhos envenenados , inflamar-se em ódio , e habituar-se à idéia do crime filho da vingança ; porque o escravo , por melhor que seja tratado , é , em regra geral , pelo fato de ser escravo , sempre e natural e logicamente o primeiro e mais rancoroso inimigo de seu senhor .	9	escravo	escravo
22	onde iria sempre o escravo , o quilombola ,	Se não fosse , se não se chamasse venda , teria outro e mil nomes no patuá do escravo ; seria uma casa no deserto , um sítio nas brenhas ; estaria na gruta da floresta , em um antro tomado às feras , mas onde iria sempre o escravo , o quilombola , vender o furto , embriagar-se , ultrajar a honra do senhor e de sua família , a quem detesta , engolfar-se em vícios , ouvir conselhos envenenados , inflamar-se em ódio , e habituar-se à idéia do crime filho da vingança ; porque o escravo , por melhor que seja tratado , é , em regra geral , pelo fato de ser escravo , sempre e natural e logicamente o primeiro e mais rancoroso inimigo de seu senhor .	9	escravo	escravo
22	vingança ; porque o escravo , por melhor que	Se não fosse , se não se chamasse venda , teria outro e mil nomes no patuá do escravo ; seria uma casa no deserto , um sítio nas brenhas ; estaria na gruta da floresta , em um antro tomado às feras , mas onde iria sempre o escravo , o quilombola , vender o furto , embriagar-se , ultrajar a honra do senhor e de sua família , a quem detesta , engolfar-se em vícios , ouvir conselhos envenenados , inflamar-se em ódio , e habituar-se à idéia do crime filho da vingança ; porque o escravo , por melhor que seja tratado , é , em regra geral , pelo fato de ser escravo , sempre e natural e logicamente o primeiro e mais rancoroso inimigo de seu senhor .	9	escravo	escravo
22	pelo fato de ser escravo , sempre e natural	Se não fosse , se não se chamasse venda , teria outro e mil nomes no patuá do escravo ; seria uma casa no deserto , um sítio nas brenhas ; estaria na gruta da floresta , em um antro tomado às feras , mas onde iria sempre o escravo , o quilombola , vender o furto , embriagar-se , ultrajar a honra do senhor e de sua família , a quem detesta , engolfar-se em vícios , ouvir conselhos envenenados , inflamar-se em ódio , e habituar-se à idéia do crime filho da vingança ; porque o escravo , por melhor que seja tratado , é , em regra geral , pelo fato de ser escravo , sempre e natural e logicamente o primeiro e mais rancoroso inimigo de seu senhor .	9	escravo	escravo
22	ultrajar a honra do senhor e de sua família	Se não fosse , se não se chamasse venda , teria outro e mil nomes no patuá do escravo ; seria uma casa no deserto , um sítio nas brenhas ; estaria na gruta da floresta , em um antro tomado às feras , mas onde iria sempre o escravo , o quilombola , vender o furto , embriagar-se , ultrajar a honra do senhor e de sua família , a quem detesta , engolfar-se em vícios , ouvir conselhos envenenados , inflamar-se em ódio , e habituar-se à idéia do crime filho da vingança ; porque o escravo , por melhor que seja tratado , é , em regra geral , pelo fato de ser escravo , sempre e natural e logicamente o primeiro e mais rancoroso inimigo de seu senhor .	9	senhor	senhor
26	adunada à vida do escravo ; sem ela ,	Não há ; porque a venda está intimamente presa , imprescindivelmente adunada à vida do escravo ; sem ela , os suicídios dos escravos espantariam pelas suas proporções .	9	escravo	escravo
28	, o antro do escravo é , antes da	Não há rei sem trono , não há família sem lar , nem aves sem ninho , nem fera sem antro ; o trono , o lar , o ninho , o antro do escravo é , antes da senzala , a venda .	9	escravo	escravo
47	O cavaleiro era um crioulo escravo ainda muito jovem	O cavaleiro era um crioulo escravo ainda muito jovem .	9	crioulo	crioulo
47	cavaleiro era um crioulo escravo ainda muito jovem .	O cavaleiro era um crioulo escravo ainda muito jovem .	9	escravo	escravo
53	anos : era um crioulo de raça pura africana	III Simeão devia ter vinte anos : era um crioulo de raça pura africana , mas cujos caracteres físicos aliás favoravelmente modificados pelo clima e pela influência natural do país onde nascera , não tinham sido ainda afeiados pelos serviços rigorosos da escravidão , embora ele fosse escravo .	9	crioulo	crioulo
54	os pés esparramados do negro trabalhador de enxada :	Havia em seus modos a expansão que só parece própria do homem livre : ele não tinha nem as mãos calejadas , nem os pés esparramados do negro trabalhador de enxada : era um escravo de cabelos penteados , vestido com asseio e certa faceirice , calçado , falando com os vícios de linguagem triviais no campo , mas sem a bruteza comum na gente da sua condição ; até certo ponto , pois , aceito , apadrinhado , protegido e acariciado pela família livre , pelo amor dos senhores .	9	negro	negro
54	enxada : era um escravo de cabelos penteados ,	Havia em seus modos a expansão que só parece própria do homem livre : ele não tinha nem as mãos calejadas , nem os pés esparramados do negro trabalhador de enxada : era um escravo de cabelos penteados , vestido com asseio e certa faceirice , calçado , falando com os vícios de linguagem triviais no campo , mas sem a bruteza comum na gente da sua condição ; até certo ponto , pois , aceito , apadrinhado , protegido e acariciado pela família livre , pelo amor dos senhores .	9	escravo	escravo
60	aos peitos de uma escrava que acabava de ser	Angélica , a nobre esposa e virtuosa mulher , não pôde ter a dita de amamentar o seu anjo , e confiou-o aos peitos de uma escrava que acabava de ser mãe como ela : a escrava que amamentara dois filhos , o próprio e o da senhora , morreu dois anos depois , e Angélica pagou-lhe a amamentação da sua querida Florinda , criando com amor maternal o crioulinho Simeão , colaço de sua filha .	9	escrava	escravo
60	como ela : a escrava que amamentara dois filhos	Angélica , a nobre esposa e virtuosa mulher , não pôde ter a dita de amamentar o seu anjo , e confiou-o aos peitos de uma escrava que acabava de ser mãe como ela : a escrava que amamentara dois filhos , o próprio e o da senhora , morreu dois anos depois , e Angélica pagou-lhe a amamentação da sua querida Florinda , criando com amor maternal o crioulinho Simeão , colaço de sua filha .	9	escrava	escravo
60	próprio e o da senhora , morreu dois anos	Angélica , a nobre esposa e virtuosa mulher , não pôde ter a dita de amamentar o seu anjo , e confiou-o aos peitos de uma escrava que acabava de ser mãe como ela : a escrava que amamentara dois filhos , o próprio e o da senhora , morreu dois anos depois , e Angélica pagou-lhe a amamentação da sua querida Florinda , criando com amor maternal o crioulinho Simeão , colaço de sua filha .	9	senhora	senhor
61	verdadeira afeição : o crioulo era esperto e engraçado	A compaixão e o reconhecimento em breve se transformaram em verdadeira afeição : o crioulo era esperto e engraçado , começou fazendo rir , acabou fazendo-se amar .	9	crioulo	crioulo
64	filho adotivo , mas criado com amor desmazelado e	Depois dos oito anos apenas foi privado da mesa e do quarto em comum ; continuou , porém , a receber tratamento de filho adotivo , mas criado com amor desmazelado e imprudente , e cresceu enfim sem hábito de trabalho , abusando muitas vezes da fraqueza dos senhores , sem atingir a dignidade de homem livre , e sem reconhecer nem sentir a absoluta submissão do escravo .	9	criado	criado
65	tipo mais perfeito do crioulo , cria estimada da	Era o tipo mais perfeito do crioulo , cria estimada da família .	9	crioulo	crioulo
